No,GH Project,Link SO,GitHub Java File Path,GitHub Method Name,GitHub Start Line,GitHub End Line,Stack Overflow Java File Path,Stack Overflow Method Name,Stack Overflow Start Line,Stack Overflow End Line,Clone Decision,Clone Type,GH Matched Start Line,GH Matched End Line,SO Matched Start Line,SO Matched End Line,Coverage GH,Coverage SO,Text Similarity,Parameterized Similarity,Structural Similarity,Semantic Evidence,Confidence,Reason,Review Required,Parse Mode GH,Parse Mode SO,GitHub Snippet SHA256,Stack Overflow Snippet SHA256,Manual Decision,Manual Clone Type,Manual Notes,Manual Reviewed At
551,repast,https://stackoverflow.com/questions/6236324,repast/repast.simphony/repast.simphony.gui/src/repast/simphony/ui/widget/MovieMaker.java,dataSinkUpdate,240,252,6236324/6236324_2_recent.java,method,1,521,NOT_CLONE,,,,,,1.0000,0.0452,0.0254,0.0254,1.0000,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,0529800b05f3b32d4b83efc8c0aebcae502efdb3103904c76e9d825baf86b6a8,8bd330a5c0fec90e76e15c2fbd6c6f1bff45921151b4a65ee07ffe3c8397d904,,,,
469,restlet,https://stackoverflow.com/questions/28943344,restlet/restlet-framework-java/modules/org.restlet.ext.gae/src/main/java/org/restlet/ext/gae/GaeAuthenticator.java,authenticate,101,126,28943344/28943344_6_85432010.java,method,1,30,CLONE,TYPE_3,101,126,1,30,1.0000,0.8333,0.8054,0.8054,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,3cff34befa2247a895c4f67e87915bace65b980b1ecc623b73d58b70c51c97f5,b0dce7d57803f47073cdca247772856ec55ef34cc971d3344732075c396172d6,,,,
416,ripmeapp,https://stackoverflow.com/questions/4429257,ripmeapp/ripme/src/main/java/com/rarchives/ripme/utils/UTF8Control.java,newBundle,15,45,4429257/4429257_2_9347476.java,newBundle,2,32,CLONE,TYPE_1,15,45,2,32,1.0000,1.0000,1.0000,1.0000,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,cc423746b111ff7322f35352de202b1f7d39b90e3c0fb264a888cfaa77cb13ab,c219b187dd01b975e3a79d596f983c3128f58ccf761e0fdc7fa4f3adb7546fa2,CLONE,TYPE_1,,2026-07-31T07:45:39.666Z
581,robolectric,https://stackoverflow.com/questions/20274776,robolectric/robolectric/robolectric/src/test/java/org/robolectric/shadows/ShadowPausedLooperTest.java,run,571,577,20274776/20274776_2_recent.java,method,1,29,NOT_CLONE,,,,,,0.8571,0.2069,0.1565,0.1644,0.8571,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fdc71456211f8bb07bcb76c32004a88eec0e7b46556f6dd167d4befca03e8de0,6ba55751d71bed7221760a0b9460341fcff8b6245c82ecf56f57310458e27eb9,,,,
689,robotmedia,https://stackoverflow.com/questions/4305365,robotmedia/droid-comic-viewer/src/com/github/junrar/MVTest.java,main,18,55,4305365/4305365_2_recent.java,main,6,43,CLONE,TYPE_2,18,55,6,43,1.0000,1.0000,0.9907,1.0000,1.0000,,HIGH,A complete fragment has identical normalized syntax with consistent identifier mapping.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,b16765de01cea5021f8c9b01766f053df1064d0870c69c52ba07f5405077f257,ae91164e183f05a63ad5db5928243f09150df180e1ac587a5a27b4c19f3e525f,,,,
729,ronancpl,https://stackoverflow.com/questions/14676464,ronancpl/heavenms/tools/MapleCashDropFetcher/src/maplecashdropfetcher/MapleCashDropFetcher.java,listFiles,224,236,14676464/14676464_2_recent.java,method,1,15,CLONE,TYPE_3,225,236,2,14,0.8333,0.7692,0.8316,0.8913,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,c6bc2a493698fcf448fd7e1bbcde46a25ae2b426c6cddb1cb97f042ebd1fe4d7,a238d91856fd9ff5856afef1a10724fc97d14a06e3ebbb6bd3603f6a21eef9c8,,,,
730,ronancpl,https://stackoverflow.com/questions/14676464,ronancpl/heavenms/tools/MapleMapFieldLimitChecker/src/maplemapfieldlimitchecker/MapleMapFieldLimitChecker.java,listFiles,108,120,14676464/14676464_2_recent.java,method,1,15,CLONE,TYPE_3,109,120,2,14,0.8333,0.7692,0.8316,0.8913,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,c6bc2a493698fcf448fd7e1bbcde46a25ae2b426c6cddb1cb97f042ebd1fe4d7,a238d91856fd9ff5856afef1a10724fc97d14a06e3ebbb6bd3603f6a21eef9c8,,,,
731,ronancpl,https://stackoverflow.com/questions/14676464,ronancpl/heavenms/tools/MapleIdRetriever/src/mapleidretriever/MapleIdRetriever.java,listFiles,70,82,14676464/14676464_2_recent.java,method,1,15,CLONE,TYPE_3,71,82,2,14,0.8333,0.7692,0.8316,0.8913,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,fbabff605ad9c4e53708a2463a3dcae45ca6bff470d6a2c46380829d5cac9fc0,a238d91856fd9ff5856afef1a10724fc97d14a06e3ebbb6bd3603f6a21eef9c8,,,,
732,ronancpl,https://stackoverflow.com/questions/14676464,ronancpl/heavenms/tools/MapleCashCosmeticsChecker/src/maplecashcosmeticschecker/MapleCashCosmeticsChecker.java,listFiles,199,211,14676464/14676464_2_recent.java,method,1,15,CLONE,TYPE_3,200,211,2,14,0.8333,0.7692,0.8316,0.8913,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,c6bc2a493698fcf448fd7e1bbcde46a25ae2b426c6cddb1cb97f042ebd1fe4d7,a238d91856fd9ff5856afef1a10724fc97d14a06e3ebbb6bd3603f6a21eef9c8,,,,
733,ronancpl,https://stackoverflow.com/questions/14676464,ronancpl/heavenms/tools/MapleEmptyItemWzChecker/src/mapleemptyitemwzchecker/MapleEmptyItemWzChecker.java,listFiles,108,120,14676464/14676464_2_recent.java,method,1,15,CLONE,TYPE_3,109,120,2,14,0.8333,0.7692,0.8316,0.8913,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,c6bc2a493698fcf448fd7e1bbcde46a25ae2b426c6cddb1cb97f042ebd1fe4d7,a238d91856fd9ff5856afef1a10724fc97d14a06e3ebbb6bd3603f6a21eef9c8,,,,
734,ronancpl,https://stackoverflow.com/questions/14676464,ronancpl/heavenms/tools/MapleCashCosmeticsFetcher/src/maplecashcosmeticsfetcher/MapleCashCosmeticsFetcher.java,listFiles,56,68,14676464/14676464_2_recent.java,method,1,15,CLONE,TYPE_3,57,68,2,14,0.8333,0.7692,0.8316,0.8913,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,c6bc2a493698fcf448fd7e1bbcde46a25ae2b426c6cddb1cb97f042ebd1fe4d7,a238d91856fd9ff5856afef1a10724fc97d14a06e3ebbb6bd3603f6a21eef9c8,,,,
735,ronancpl,https://stackoverflow.com/questions/32855556,ronancpl/heavenms/src/net/server/handlers/login/LoginPasswordHandler.java,disposeSql,166,178,32855556/32855556_4_100737457.java,method,1,12,CLONE,TYPE_3,167,178,2,12,0.8462,0.6875,0.8000,0.8571,0.8462,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,9c4f794a40c0b2fc8ba2762693f4df7f0c0cad19cae284aca82a2beffec27804,d38d855bb2dd2c500f587c08e1509c4aa6cb3dff0eea86430df2ac4a8e55fe17,,,,
736,ronancpl,https://stackoverflow.com/questions/14676464,ronancpl/heavenms/src/server/MapleSkillbookInformationProvider.java,listFiles,192,204,14676464/14676464_2_recent.java,method,1,15,CLONE,TYPE_3,193,204,2,14,0.8333,0.7692,0.8316,0.8913,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,c6bc2a493698fcf448fd7e1bbcde46a25ae2b426c6cddb1cb97f042ebd1fe4d7,a238d91856fd9ff5856afef1a10724fc97d14a06e3ebbb6bd3603f6a21eef9c8,,,,
42,rosemoe,https://stackoverflow.com/questions/35094888,rosemoe/codeeditor/editor-lsp/src/main/java/io/github/rosemoe/sora/lsp/client/connection/SocketStreamConnectionProvider.java,close,75,82,35094888/35094888_2_recent.java,method,1,61,CLONE,TYPE_3,77,82,50,61,0.8750,0.1061,0.0929,0.0965,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,6681181d38831280f5eb23778f97b8e3882a2e1eb6b47231b9e89b5626a278d5,b8476515be63d66c862387d4f1b7ea348a1f25f7782854fdcdc67cd838f5633a,,,,
218,rptools,https://stackoverflow.com/questions/32650814,rptools/maptool/src/main/java/net/rptools/maptool/util/ExtractImagesFromPDF.java,close,143,151,32650814/32650814_2_recent.java,method,1,197,CLONE,TYPE_3,144,151,189,197,0.9000,0.0520,0.0277,0.0277,0.9000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,d6f7a1b95d1d8c71988b911e9e098de422d3b5920f5cdcc040af39fc0e603f36,0c5b80c3796d60e7fa9693bbdf656d8d4c972922cf64e93f587a48d81b42e97e,,,,
219,rptools,https://stackoverflow.com/questions/62722315,rptools/maptool/src/main/java/net/rptools/maptool/client/ui/token/dialog/edit/EditTokenDialog.java,keyPressed,1583,1589,62722315/62722315_2_recent.java,method,1,292,NOT_CLONE,,,,,,0.8333,0.0179,0.0162,0.0172,0.8333,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,9e6fe7042e82960b8542c250072d982271849569c5fd37e81eabf4824dc8c18d,e2ac616925ea8d4ae04ebf349fe282d7c2023af94144d869fbdfe818423a4356,,,,
220,rptools,https://stackoverflow.com/questions/62722315,rptools/maptool/src/main/java/net/rptools/maptool/client/ui/token/dialog/edit/EditTokenDialog.java,keyPressed,1617,1623,62722315/62722315_2_recent.java,method,1,292,NOT_CLONE,,,,,,0.8333,0.0179,0.0162,0.0172,0.8333,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,cd12c8bc1e99f69d43a15d78b0028cc90215381600f9c25bd20aba9b87fbfe48,e2ac616925ea8d4ae04ebf349fe282d7c2023af94144d869fbdfe818423a4356,,,,
672,rstudio,https://stackoverflow.com/questions/9709606,rstudio/rstudio/src/gwt/src/org/rstudio/core/client/Rectangle.java,Rectangle,19,25,9709606/9709606_2_recent.java,method,1,19,CLONE,TYPE_3,19,25,8,18,1.0000,0.3333,0.3083,0.3083,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,f7898886eaf591bf39f089af983c504a31856b09355207353c12353c5fbda617,1a5084296fd7d236000720935f0f495186e9ee7e9b6cf8a831dec9abfdd2dab0,,,,
95,rubenlagus,https://stackoverflow.com/questions/4429257,rubenlagus/telegrambotsexample/src/main/java/org/telegram/services/LocalisationService.java,newBundle,184,211,4429257/4429257_2_9347476.java,newBundle,2,32,CLONE,TYPE_3,184,211,2,32,0.9286,0.9286,0.9756,0.9756,0.9286,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,f351a7b6a480fe85f0f06d4365171ff244371c4be69d104e4ab9f285932d9541,c219b187dd01b975e3a79d596f983c3128f58ccf761e0fdc7fa4f3adb7546fa2,,,,
31,rythmengine,https://stackoverflow.com/questions/4429257,rythmengine/rythmengine/src/main/java/org/rythmengine/conf/RythmConfiguration.java,newBundle,581,609,4429257/4429257_2_9347476.java,newBundle,2,32,CLONE,TYPE_3,584,609,7,32,0.9286,0.9286,0.9758,0.9758,0.9286,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,7ac1810d4569fbef24a33c2b7a290fbce45cb91e88411b499a1faae3a25425aa,c219b187dd01b975e3a79d596f983c3128f58ccf761e0fdc7fa4f3adb7546fa2,,,,
105,safetysystemtechnology,https://stackoverflow.com/questions/28039909,safetysystemtechnology/location-tracker-background/location-tracker-background/src/main/java/br/com/safety/locationlistenerhelper/core/LocationService.java,buildGoogleApiClient,81,89,28039909/28039909_2_recent.java,method,1,13,UNCERTAIN,,,,,,1.0000,0.5000,0.5915,0.6143,1.0000,,LOW,Similarity is suggestive but does not satisfy the conservative Type III rule.,YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,94f55edd037fb97ca060b28ceb1323e6af0e3847137683c057856d891e867fd0,0aff9da6263a754c6a37faa135d67dc88613f7e7ae2d24b9ebadf2b7e10026e7,,,,
498,samczsun,https://stackoverflow.com/questions/54298032,samczsun/skype4j/src/main/java/com/samczsun/skype4j/internal/Utils.java,copy,157,169,54298032/54298032_2_recent.java,copy,58,72,CLONE,TYPE_3,159,169,61,72,0.8462,0.7857,0.7475,0.7653,0.8462,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,d301fa6327022c5efe374b3b6e710f1bebe1ab60f775d20b65d42199df1b50a5,0a5f84bd99cab8242b347ba1ca13e07d1364ea59b57d81087bfaf519b17497f6,,,,
97,scada-lts,https://stackoverflow.com/questions/9293885,scada-lts/scada-lts/src/br/org/scadabr/db/configuration/ConfigurationDB.java,copy,14,25,9293885/9293885_2_recent.java,method,1,18,CLONE,TYPE_3,14,25,1,18,1.0000,0.5789,0.8600,0.8788,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,a8ed5308bc00e0b28b5924d2f3d27a65e59d11131ed1261f585f6669c57d1ec2,2a7bfcda094a8dd312bb8740fe545d7bdce7f2ed7470f4dafaef302a58f8d157,,,,
89,sci2sugr,https://stackoverflow.com/questions/12738229,sci2sugr/keel/src/keel/Algorithms/UnsupervisedLearning/AssociationRules/Visualization/keelassotiationrulesbarchart/ResultsProccessor.java,sortByValues,399,417,12738229/12738229_2_30063703.java,sortByValue,5,21,CLONE,TYPE_3,400,417,6,21,0.8824,0.8824,0.8372,0.9152,0.8824,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,da041b947e781c6a14d8c0ac02c8f97030e4b0b474bdcbb83408aac8212ad1b8,6eb7fa30fd9ae7582c1ab241a3dd5d0b6926e5fb5f1b424636721212d5b17a0c,,,,
90,sci2sugr,https://stackoverflow.com/questions/12738229,sci2sugr/keel/src/keel/Algorithms/UnsupervisedLearning/AssociationRules/Visualization/KeelToPMML/KeelToPMMLProcessor.java,sortByValues,464,482,12738229/12738229_2_30063703.java,sortByValue,5,21,CLONE,TYPE_3,465,482,6,21,0.8824,0.8824,0.8372,0.9152,0.8824,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,da041b947e781c6a14d8c0ac02c8f97030e4b0b474bdcbb83408aac8212ad1b8,6eb7fa30fd9ae7582c1ab241a3dd5d0b6926e5fb5f1b424636721212d5b17a0c,,,,
91,sci2sugr,https://stackoverflow.com/questions/12738229,sci2sugr/keel/src/keel/Algorithms/UnsupervisedLearning/AssociationRules/Visualization/KeelToPMML/KeelToPMMLFuzzyProcessor.java,sortByValues,543,561,12738229/12738229_2_30063703.java,sortByValue,5,21,CLONE,TYPE_3,544,561,6,21,0.8824,0.8824,0.8372,0.9152,0.8824,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,da041b947e781c6a14d8c0ac02c8f97030e4b0b474bdcbb83408aac8212ad1b8,6eb7fa30fd9ae7582c1ab241a3dd5d0b6926e5fb5f1b424636721212d5b17a0c,,,,
92,sci2sugr,https://stackoverflow.com/questions/12738229,sci2sugr/keel/src/keel/Algorithms/UnsupervisedLearning/AssociationRules/Visualization/keellatextables/ResultsProccessor.java,sortByValues,374,392,12738229/12738229_2_30063703.java,sortByValue,5,21,CLONE,TYPE_3,375,392,6,21,0.8824,0.8824,0.8372,0.9152,0.8824,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,da041b947e781c6a14d8c0ac02c8f97030e4b0b474bdcbb83408aac8212ad1b8,6eb7fa30fd9ae7582c1ab241a3dd5d0b6926e5fb5f1b424636721212d5b17a0c,,,,
124,seleniumhq,https://stackoverflow.com/questions/36004572,seleniumhq/selenium/java/src/org/openqa/selenium/support/pagefactory/DefaultFieldDecorator.java,decorate,50,69,36004572/36004572_4_recent.java,method,1,24,CLONE,TYPE_3,50,69,1,24,0.9444,0.8095,0.6857,0.6857,0.9444,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,460ed48f6bdaa1ccfd7a27a63b79cdc6ae4be7807478b9b8c612e0eb3e12cbe0,4058d89a5b30fd153998a09e6175976f1a5d251e0df39bdfaa3a87b648c65d31,,,,
125,seleniumhq,https://stackoverflow.com/questions/57997601,seleniumhq/selenium/java/src/org/openqa/selenium/firefox/AddHasExtensions.java,visitFile,106,112,57997601/57997601_2_recent.java,method,1,22,CLONE,TYPE_3,108,112,6,13,0.8333,0.3571,0.2961,0.3107,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,a655b234633bb5df9f663ed7dfc3d12363a127e5a589e4e96ca263c23a9a6943,6ba8c8e8a60ee070eb2b4fc18a0d331a0fe907a54834664759a06b42f67b85dc,,,,
348,sendowlorganization,https://stackoverflow.com/questions/59430454,sendowlorganization/sendowl/src/main/java/com/example/sendowl/config/OpenApiConfig.java,customOpenAPI,14,20,59430454/59430454_2_recent.java,method,1,72,NOT_CLONE,,,,,,0.6667,0.2857,0.2684,0.2751,0.6667,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,06b55813268cd345258c626f8a862a4ab9511e1fb1378e9718b388f5d1369e36,5bf05911f08eeedfa9841d8f696d35941494081748e1fe40755ab52c6945c0bf,,,,
213,sepinf-inc,https://stackoverflow.com/questions/4429257,sepinf-inc/iped/iped-api/src/main/java/iped/localization/Messages.java,newBundle,55,84,4429257/4429257_2_9347476.java,newBundle,2,32,CLONE,TYPE_3,59,84,7,32,0.9286,0.9286,0.9641,0.9641,0.9286,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,55c8b5a60f47b81f76ea1b1cb7da2262ea3730e429bc5dbfedd508deef973f65,c219b187dd01b975e3a79d596f983c3128f58ccf761e0fdc7fa4f3adb7546fa2,,,,
247,sergueik,https://stackoverflow.com/questions/32164598,sergueik/selenium_java/swet_javafx/src/main/java/com/github/sergueik/swet_javafx/TableViewExtendedEx.java,startEdit,318,327,32164598/32164598_8_recent.java,method,1,15,CLONE,TYPE_2,318,327,1,15,1.0000,1.0000,0.9556,1.0000,1.0000,,HIGH,A complete fragment has identical normalized syntax with consistent identifier mapping.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,e6940fa6beb3d9b515a06805583ab2779f94dda75c3bf9c1feffc34cdecad09f,af2f3b2d3535b9b160b6fb5541de8eba1cdece49d577bc7ea9c189213e33d9e1,,,,
700,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/examples/extendedExamples/src/main/java/smartMeterExample/M2MDisplay.java,run,25,31,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,26,31,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fdac10c28678458cdc96787ad0dcfaafa469728e9e434621924776c758b0aed5,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
701,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/examples/memap/src/main/java/memap/external/M2MDisplay.java,run,25,31,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,26,31,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,00ffd7050c3f9edbb197ccc7b73d5f9bef8e02da450bb4e817d81da3ea0c3677,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
702,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/examples/exampleMemapScenario/src/main/java/exampleScenario/external/M2MDisplay.java,run,25,31,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,26,31,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fdac10c28678458cdc96787ad0dcfaafa469728e9e434621924776c758b0aed5,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
703,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/examples/exampleMemapScenario/src/main/java/exampleScenario/external/M2MDisplay.java,stop,37,43,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,38,43,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,e5c1fe2564603a601165d1c85235c6570c3c795d52a3e8d102e8aecf5413bec1,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
704,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/projects/memapCore/src/main/java/memap/external/M2MDisplay.java,run,25,31,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,26,31,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fdac10c28678458cdc96787ad0dcfaafa469728e9e434621924776c758b0aed5,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
705,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/projects/previousProjects/memapLinProgDenisThesisArchive/src/main/java/linprogMPC/external/M2MDisplay.java,run,25,31,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,26,31,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fdac10c28678458cdc96787ad0dcfaafa469728e9e434621924776c758b0aed5,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
706,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/projects/previousProjects/memapLinProgDenisPlayground/src/main/java/linprogMPC/external/M2MDisplay.java,run,25,31,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,26,31,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fdac10c28678458cdc96787ad0dcfaafa469728e9e434621924776c758b0aed5,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
707,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/projects/previousProjects/memapLinProgHDN/src/main/java/linprogMPC/external/M2MDisplay.java,run,25,31,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,26,31,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fdac10c28678458cdc96787ad0dcfaafa469728e9e434621924776c758b0aed5,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
708,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/projects/previousProjects/memapLinProgDenisThesis_2Houses/src/main/java/linprogMPC/external/M2MDisplay.java,run,25,31,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,26,31,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fdac10c28678458cdc96787ad0dcfaafa469728e9e434621924776c758b0aed5,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
709,ses-fortiss,https://stackoverflow.com/questions/59664498,ses-fortiss/smartgridcosimulation/projects/previousProjects/memapLinProgDenisThesis/src/main/java/linprogMPC/external/M2MDisplay.java,run,25,31,59664498/59664498_2_recent.java,method,1,68,CLONE,TYPE_3,26,31,59,67,0.8750,0.1321,0.0735,0.0763,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fdac10c28678458cdc96787ad0dcfaafa469728e9e434621924776c758b0aed5,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
