No,GH Project,Link SO,GitHub Java File Path,GitHub Method Name,GitHub Start Line,GitHub End Line,Stack Overflow Java File Path,Stack Overflow Method Name,Stack Overflow Start Line,Stack Overflow End Line,Clone Decision,Clone Type,GH Matched Start Line,GH Matched End Line,SO Matched Start Line,SO Matched End Line,Coverage GH,Coverage SO,Text Similarity,Parameterized Similarity,Structural Similarity,Semantic Evidence,Confidence,Reason,Review Required,Parse Mode GH,Parse Mode SO,GitHub Snippet SHA256,Stack Overflow Snippet SHA256,Manual Decision,Manual Clone Type,Manual Notes,Manual Reviewed At
140,eclipse-jdt,https://stackoverflow.com/questions/19648723,eclipse-jdt/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Formatter/test086/A_out.java,isZero,3,13,19648723/19648723_1_recent.java,method,1,20,NOT_CLONE,,,,,,0.8750,0.2917,0.2574,0.2700,0.8750,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,a44aea59612fadee56af3b7704624915609eb8f5aeb7cc1788497dea2f763e3b,34b40878795f7fd4e1ea4eb7bfce142a71629c0251195a646c7f0bd7c6dd1bbc,,,,
280,eclipse-platform,https://stackoverflow.com/questions/41588054,eclipse-platform/eclipse.platform.swt/examples/org.eclipse.swt.snippets/src/org/eclipse/swt/snippets/Snippet230.java,main,35,89,41588054/41588054_2_recent.java,method,1,64,CLONE,TYPE_3,35,89,1,64,0.9310,0.9474,0.9009,0.9220,0.9474,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,0a56cd6168d05c2439a944b27f8ded4344a2c58a9966593148987a85787564dc,a495e28eae97ecee06ada0ea6dfd04017f4b79dea128b133a06112f9f4b0b2be,,,,
281,eclipse-platform,https://stackoverflow.com/questions/41588054,eclipse-platform/eclipse.platform.swt/tests/org.eclipse.swt.tests.gtk/ManualTests/org/eclipse/swt/tests/gtk/snippets/Bug299045_TableLines.java,main,24,102,41588054/41588054_2_135725905.java,method,1,65,CLONE,TYPE_3,24,102,1,65,0.7536,0.8667,0.7889,0.8721,0.8667,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,acb9a77d7ed2860146d532c6ecbb93ae0a8d197840c475e371e4f31edea02c84,62cf9631ea36d78283909a9f57e45faee97618509b35b29da73b89a569065f08,,,,
282,eclipse-platform,https://stackoverflow.com/questions/56297618,eclipse-platform/eclipse.platform.swt/tests/org.eclipse.swt.tests.gtk/ManualTests/org/eclipse/swt/tests/gtk/snippets/Bug528691_StyledTextNull.java,main,32,51,56297618/56297618_2_recent.java,main,6,49,NOT_CLONE,,,,,,1.0000,0.3125,0.3302,0.3604,1.0000,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,645b0b43c752ad4996c4f64af6addfe7071da296c19b2f2f6e36f566e7cd115f,344c135bdc05e05f85d9c27d34d7d14064eda6b0d1864381867741f7bc1a96bb,,,,
473,eclipse,https://stackoverflow.com/questions/12738229,eclipse/deeplearning4j/deeplearning4j/deeplearning4j-modelimport/src/main/java/org/deeplearning4j/nn/modelimport/keras/preprocessing/text/KerasTokenizer.java,reverseSortByValues,227,241,12738229/12738229_2_30063703.java,sortByValue,5,21,CLONE,TYPE_3,228,241,6,21,0.8824,0.8824,0.8372,0.9152,0.8824,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,4acd02faa2c1940e599f9e80ad807154535ba7a8a19b0dc8b462c9dbecfa3be6,6eb7fa30fd9ae7582c1ab241a3dd5d0b6926e5fb5f1b424636721212d5b17a0c,,,,
474,eclipse,https://stackoverflow.com/questions/453067,eclipse/deeplearning4j/nd4j/nd4j-common/src/main/java/org/nd4j/common/util/InputStreamUtil.java,countLines,36,56,453067/453067_2_recent.java,method,1,20,CLONE,TYPE_3,36,56,1,20,1.0000,0.9565,0.8846,0.8992,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,c6ef303c89a90f348a39d0404ce6fc3c7a328ae898cb4a8f7b39c5aef522539e,50adf61ebdca4f0974f96d3657ce7cc2318aba152f1e396352f03c105a987f42,,,,
475,eclipse,https://stackoverflow.com/questions/59664498,eclipse/packagedrone/testing/server-test/src/test/java/org/eclipse/packagedrone/testing/server/TestSuite.java,stopClient,129,136,59664498/59664498_2_recent.java,method,1,68,NOT_CLONE,,,,,,1.0000,0.0943,0.0604,0.0632,1.0000,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,31cf50bc4b094ccdd3043c8eced8ed3725da64dfb43b2a6b6944a54b012fcc02,d189ac23b570433f4a4be0e0e8d05bd0c002cd4470213fac1b803667eb5b5698,,,,
242,elastic,https://stackoverflow.com/questions/33561612,elastic/elasticsearch/server/src/test/java/org/elasticsearch/cluster/service/TaskExecutorTests.java,run,193,200,33561612/33561612_2_recent.java,method,1,33,NOT_CLONE,,,,,,0.8750,0.2500,0.1657,0.1788,0.8750,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,211a9110e914476268a9f53b0c482977b9e954498199b8188cc37541d50a21d6,3f06c9271458533d7554ee99988b3cf1b1b5852312c3bb4835fda325781c9e12,,,,
720,elunez,https://stackoverflow.com/questions/58370217,elunez/eladmin/eladmin-system/src/main/java/me/zhengjie/config/ConfigurerAdapter.java,corsFilter,52,62,58370217/58370217_2_recent.java,method,1,45,CLONE,TYPE_2,52,62,3,13,1.0000,0.2482,0.2437,0.2482,1.0000,,HIGH,A complete fragment has identical normalized syntax with consistent identifier mapping.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,bf04fbda56115c6b48d522b73503585ad6175d3dab7916db745c3c5cfe408c5a,e5d1a9afc2e2c93478994f4bf08bfa6d0f75d4850cc19d2718ea81477a23b239,CLONE,TYPE_3,,2026-07-31T07:49:55.880Z
685,emmanuelbernard,https://stackoverflow.com/questions/9293885,emmanuelbernard/hibernate-core-ogm/hibernate-core/src/matrix/java/org/hibernate/test/mappingexception/MappingExceptionTest.java,copy,245,256,9293885/9293885_2_recent.java,method,1,18,CLONE,TYPE_3,246,256,4,18,0.9000,0.4737,0.7677,0.7677,0.9000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,093c5e2cb381bce57c2814ea45d85b96ad91bbad97152c9dbc65e1167abef6ff,2a7bfcda094a8dd312bb8740fe545d7bdce7f2ed7470f4dafaef302a58f8d157,,,,
775,encryptedsystems,https://stackoverflow.com/questions/14676464,encryptedsystems/clusion/src/main/java/org/crypto/sse/TextProc.java,listf,86,98,14676464/14676464_2_recent.java,method,1,15,CLONE,TYPE_3,87,98,2,14,0.8333,0.7692,0.8913,0.9121,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,d688d36fdb81e1e61c2edb62dc46ad73bd9b14438db865dcc3f1bcbc2174000c,a238d91856fd9ff5856afef1a10724fc97d14a06e3ebbb6bd3603f6a21eef9c8,,,,
657,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/clients/GVGAI-JavaClient/src/utils/com/google/gson/Gson.java,read,279,285,24127188/24127188_2_recent.java,method,1,32,CLONE,TYPE_3,280,285,23,32,0.7143,0.1471,0.1494,0.1628,0.7143,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,3f8d8ffbe62a7ccda3f52f9c1b8562df037cb501b72d0d269d6fffa494056b63,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,,,,
658,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/clients/GVGAI-JavaClient/src/utils/com/google/gson/Gson.java,read,335,341,24127188/24127188_2_recent.java,method,1,32,CLONE,TYPE_3,336,341,23,32,0.7143,0.1471,0.1494,0.1628,0.7143,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,97c9383981f9db44c54d1537c6eea9daba38d16b57f5257de6ac0f152202f371,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,,,,
659,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/clients/GVGAI-JavaClient/src/utils/com/google/gson/internal/bind/TypeAdapters.java,read,330,337,24127188/24127188_2_recent.java,method,1,32,CLONE,TYPE_3,332,337,23,32,0.7143,0.1471,0.1494,0.1628,0.7143,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,433982177748dfab48b10d1cab6d0c9f5d593b1abcd6b98bead336034ae8d380,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,,,,
660,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/clients/GVGAI-JavaClient/src/utils/com/google/gson/internal/bind/TypeAdapters.java,read,794,800,24127188/24127188_2_recent.java,method,1,32,CLONE,TYPE_3,795,800,23,32,0.8571,0.1765,0.1776,0.1822,0.8571,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,e2b84f18fa70eedcca8ead54ed11081084d146ce9afd7e428679297ce15de7d0,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,,,,
661,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/src/tools/com/google/gson/Gson.java,read,279,285,24127188/24127188_2_recent.java,method,1,32,CLONE,TYPE_3,280,285,23,32,0.7143,0.1471,0.1494,0.1628,0.7143,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,3f8d8ffbe62a7ccda3f52f9c1b8562df037cb501b72d0d269d6fffa494056b63,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,,,,
662,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/src/tools/com/google/gson/Gson.java,read,335,341,24127188/24127188_2_recent.java,method,1,32,CLONE,TYPE_3,336,341,23,32,0.7143,0.1471,0.1494,0.1628,0.7143,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,97c9383981f9db44c54d1537c6eea9daba38d16b57f5257de6ac0f152202f371,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,,,,
663,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/src/tools/com/google/gson/internal/bind/TypeAdapters.java,read,330,337,24127188/24127188_2_recent.java,method,1,32,CLONE,TYPE_3,332,337,23,32,0.7143,0.1471,0.1494,0.1628,0.7143,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,433982177748dfab48b10d1cab6d0c9f5d593b1abcd6b98bead336034ae8d380,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,,,,
664,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/src/tools/com/google/gson/internal/bind/TypeAdapters.java,read,794,800,24127188/24127188_2_recent.java,method,1,32,CLONE,TYPE_3,795,800,23,32,0.8571,0.1765,0.1776,0.1822,0.8571,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,e2b84f18fa70eedcca8ead54ed11081084d146ce9afd7e428679297ce15de7d0,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,,,,
171,eternita,https://stackoverflow.com/questions/52148106,eternita/frontcache/frontcache-console/src/main/java/org/frontcache/console/config/WebMVCConfig.java,viewResolver,88,96,52148106/52148106_4_181012547.java,method,1,13,CLONE,TYPE_1,88,96,5,12,1.0000,0.7288,0.7288,0.7288,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,7f279ce1bd21fc3912d7889087d8ccea7587d6c0dac666b2ab92cbfd5b7f2340,138171008c927af08327a9ceef6bacfd9772f1248905d4ed6754ebf6aa7acb4b,CLONE,TYPE_1,,2026-07-31T07:38:57.604Z
172,eternita,https://stackoverflow.com/questions/52148106,eternita/frontcache/examples/frontcache-spring/src/main/java/org/frontcache/example/WebConfig.java,viewResolver,27,33,52148106/52148106_4_181012547.java,method,1,13,CLONE,TYPE_3,27,33,5,13,1.0000,0.6667,0.5500,0.5763,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,7921e654657cb5882f2bf1268e72d2d8915a5704bc231b6b751ac9a6dedd4850,138171008c927af08327a9ceef6bacfd9772f1248905d4ed6754ebf6aa7acb4b,,,,
619,eugenp,https://stackoverflow.com/questions/34717151,eugenp/tutorials/libraries-server/src/main/java/com/baeldung/netty/NettyServer.java,run,30,48,34717151/34717151_6_recent.java,method,1,60,NOT_CLONE,,,,,,0.8421,0.3265,0.4232,0.4426,0.8421,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,e1ad58fa72e5434f8bf79236add7faa6164e7833feca6e4d2a91b9c1dc01b193,8a238578ec0e00a03426375c0226620d4cad69049af1ab6735040ee43a7861e2,,,,
620,eugenp,https://stackoverflow.com/questions/13730854,eugenp/tutorials/spring-boot-modules/spring-boot-properties/src/main/java/com/baeldung/properties/spring/PropertySourcesPlaceholderConfig.java,properties,15,22,13730854/13730854_2_recent.java,method,1,10,CLONE,TYPE_3,15,22,1,10,0.8889,1.0000,0.8654,0.8654,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,ea20e0696e8455c998c9788ee9905a3408938a33d806447360dc95f23a03fb06,2b8bba5b2588e10e07174bcc7f26aef07fa11edd446624cc60a1cbe99971a45d,,,,
621,eugenp,https://stackoverflow.com/questions/53360610,eugenp/tutorials/core-java-modules/core-java-nio/src/test/java/com/baeldung/async/AsyncEchoClient.java,start,40,46,53360610/53360610_4_186072235.java,method,1,12,CLONE,TYPE_3,41,46,5,12,0.8750,0.5000,0.3889,0.4085,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,6cfd13b60a3e280c3cbb718b2a59f12de209267b13f36d5f836a866d1240fd63,bfca89ebd8797ee1e0722f57d8ca70cf799316d01c073f2ee36c2702d0ab0bac,,,,
622,eugenp,https://stackoverflow.com/questions/33943576,eugenp/tutorials/core-java-modules/core-java-date-operations-2/src/main/java/com/baeldung/skipweekends/AddSubtractDaysSkippingWeekendsUtils.java,addDaysSkippingWeekends,8,18,33943576/33943576_2_175039647.java,method,1,15,CLONE,TYPE_3,9,18,5,15,0.9091,0.7143,0.7931,0.8571,0.9091,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,45f3bf3540c55a932ba141baacaf63f42e8453db75df5fa6291a7b385e06d3b6,4657d206372030326c72e6cff1df1d072fdd2fac0e550859c91890533c32e632,,,,
623,eugenp,https://stackoverflow.com/questions/33085670,eugenp/tutorials/core-java-modules/core-java-security-2/src/main/java/com/baeldung/passwordhashing/SHA512Hasher.java,hash,13,29,33085670/33085670_2_recent.java,method,1,20,CLONE,TYPE_3,14,29,6,20,0.8947,0.7727,0.7857,0.7964,0.8947,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,809ea80e84ed32d633edb90b38dbd202b25bee4ec4cc1731b1ea40ea810b9172,dd24a5338f6432d0475bf59fa6c6f4d2d84b3634510849ddc212f3a925e7bc0e,,,,
624,eugenp,https://stackoverflow.com/questions/20765715,eugenp/tutorials/core-java-modules/core-java-9-streams/src/main/java/com/baeldung/streams/breakforeach/CustomSpliterator.java,tryAdvance,20,30,20765715/20765715_2_recent.java,method,1,22,CLONE,TYPE_3,20,30,5,22,0.9167,0.4583,0.3393,0.3636,0.9167,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,2c3cbc5ef553c0911a8a83074463cec3723955e76e08f120463c6c9ad34c3806,9c11bec2ebf3df22607f3bba1c04f996dbcbbda24ad444021b5a53efb91cc846,,,,
625,eugenp,https://stackoverflow.com/questions/52148106,eugenp/tutorials/spring-4/src/test/java/com/baeldung/spring43/attributeannotations/AttributeAnnotationConfiguration.java,viewResolver,17,23,52148106/52148106_4_181012547.java,method,1,13,CLONE,TYPE_3,17,23,5,13,1.0000,0.6667,0.5500,0.5763,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,af96863a7da8d963e10b6256a159a028f6164b323b7c468041cec75a3cc0c2de,138171008c927af08327a9ceef6bacfd9772f1248905d4ed6754ebf6aa7acb4b,,,,
626,eugenp,https://stackoverflow.com/questions/52148106,eugenp/tutorials/spring-4/src/test/java/com/baeldung/spring43/scopeannotations/ScopeAnnotationsConfiguration.java,viewResolver,15,21,52148106/52148106_4_181012547.java,method,1,13,CLONE,TYPE_3,15,21,5,13,1.0000,0.6667,0.5500,0.5763,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,af96863a7da8d963e10b6256a159a028f6164b323b7c468041cec75a3cc0c2de,138171008c927af08327a9ceef6bacfd9772f1248905d4ed6754ebf6aa7acb4b,,,,
627,eugenp,https://stackoverflow.com/questions/52148106,eugenp/tutorials/spring-4/src/test/java/com/baeldung/spring43/composedmapping/ComposedMappingConfiguration.java,viewResolver,24,30,52148106/52148106_4_181012547.java,method,1,13,CLONE,TYPE_3,24,30,5,13,1.0000,0.6667,0.5500,0.5763,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,af96863a7da8d963e10b6256a159a028f6164b323b7c468041cec75a3cc0c2de,138171008c927af08327a9ceef6bacfd9772f1248905d4ed6754ebf6aa7acb4b,,,,
648,evgenyzinoviev,https://stackoverflow.com/questions/52144662,evgenyzinoviev/gravitydefied/src/org/happysanta/gd/Storage/LevelsManager.java,isExternalStorageWritable,422,428,52144662/52144662_2_181397043.java,method,1,97,CLONE,TYPE_3,423,428,91,96,0.8571,0.0674,0.0427,0.0427,0.8571,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,d4cc61152da5857f2ce78f7fb2ceae97f8dadb623cc4df06b5d971c9088a3ddb,a0a758e1acec5e8c1d447e3e9ee771b74b0365261c507f2efafa3d7c2c5fe1b6,,,,
649,evgenyzinoviev,https://stackoverflow.com/questions/9293885,evgenyzinoviev/gravitydefied/src/org/happysanta/gd/Storage/LevelsManager.java,copy,456,468,9293885/9293885_2_recent.java,method,1,18,CLONE,TYPE_3,456,468,1,18,1.0000,0.5789,0.8788,0.8788,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,209e4ef67ee71a582b69e2c7b1988396e1bd0b65c1025b978c8d871db5b6eb52,2a7bfcda094a8dd312bb8740fe545d7bdce7f2ed7470f4dafaef302a58f8d157,,,,
476,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/master/src/test/java/com/examples/with/different/packagename/staticfield/StaticBlockCoverage.java,coverMe,24,30,19648723/19648723_1_recent.java,method,1,20,CLONE,TYPE_3,26,30,16,20,0.7500,0.2500,0.2451,0.2574,0.7500,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,1fca96a64e8422106a80d344e3d1344dc28d36c438005360ae0001f57801ed37,34b40878795f7fd4e1ea4eb7bfce142a71629c0251195a646c7f0bd7c6dd1bbc,,,,
477,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/plugins/maven-test/projects/CoverageModule/src/main/java/org/maven_test_project/cm/SimpleClass.java,isPositive,24,30,19648723/19648723_1_recent.java,method,1,20,NOT_CLONE,,,,,,0.8750,0.2917,0.2475,0.2600,0.8750,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,82568783bd51ab554d34533f55ee8b75b979d55456fb79e39a2fa749d7182cb2,34b40878795f7fd4e1ea4eb7bfce142a71629c0251195a646c7f0bd7c6dd1bbc,,,,
478,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/plugins/maven-test/projects/SimpleModule/src/main/java/org/maven_test_project/sm/SimpleClass.java,isPositive,24,30,19648723/19648723_1_recent.java,method,1,20,NOT_CLONE,,,,,,0.8750,0.2917,0.2475,0.2600,0.8750,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,82568783bd51ab554d34533f55ee8b75b979d55456fb79e39a2fa749d7182cb2,34b40878795f7fd4e1ea4eb7bfce142a71629c0251195a646c7f0bd7c6dd1bbc,,,,
479,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/plugins/maven-test/projects/ModuleWithOneDependency/src/main/java/org/maven_test_project/mwod/OneDependencyClass.java,isPositive,28,34,19648723/19648723_1_recent.java,method,1,20,NOT_CLONE,,,,,,0.8750,0.2917,0.2475,0.2600,0.8750,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,82568783bd51ab554d34533f55ee8b75b979d55456fb79e39a2fa749d7182cb2,34b40878795f7fd4e1ea4eb7bfce142a71629c0251195a646c7f0bd7c6dd1bbc,,,,
480,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/plugins/gradle/gradle-test-projects/SimpleProject/src/main/java/org/gradle_test_project/sm/SimpleClass.java,isPositive,24,30,19648723/19648723_1_recent.java,method,1,20,NOT_CLONE,,,,,,0.8750,0.2917,0.2475,0.2600,0.8750,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,82568783bd51ab554d34533f55ee8b75b979d55456fb79e39a2fa749d7182cb2,34b40878795f7fd4e1ea4eb7bfce142a71629c0251195a646c7f0bd7c6dd1bbc,,,,
354,f117-sercet,https://stackoverflow.com/questions/58370217,f117-sercet/qztc-mall/Mall/Mall-admin/src/main/java/com/dsc/mall/config/GlobalCorsConfig.java,corsFilter,20,34,58370217/58370217_2_recent.java,method,1,45,NOT_CLONE,,,,,,0.8000,0.2222,0.2482,0.2482,0.8000,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,425477b2ff00c685fa656ba75c926c846a254c96542f233060fcb92ffb5580b5,e5d1a9afc2e2c93478994f4bf08bfa6d0f75d4850cc19d2718ea81477a23b239,,,,
21,facebook,https://stackoverflow.com/questions/54298032,facebook/fresco/fbcore/src/main/java/com/facebook/common/internal/ByteStreams.java,copy,53,67,54298032/54298032_2_190009745.java,copy,52,65,CLONE,TYPE_3,56,67,54,65,0.8000,0.9231,0.8409,0.8621,0.9231,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,0d7d9ca7b7b1005af47d2196d37fa3eb97e0e9550a0dc8092259828eebc0a959,08521e65a5ecc5c79e8dc6c719bce0b7bb1b7d79088b73dae9cc009eefa5decc,,,,
573,fanhongtao,https://stackoverflow.com/questions/29866762,fanhongtao/jdk/src/java/util/ComparableTimSort.java,sort,149,193,29866762/29866762_2_89013107.java,method,1,40,CLONE,TYPE_3,151,193,4,40,0.7500,0.7500,0.7393,0.7668,0.7500,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,f8f61d9f613e3c36fb1eff6ef9119967fbd04eb7198b204f2bf22b26e2b24bdb,f2d6cbd0090a5f2d602e8ecb6f9e7d1f017c9b1874ab1fd7662f6c775d2ff52c,,,,
574,fanhongtao,https://stackoverflow.com/questions/29866762,fanhongtao/jdk/src/java/util/TimSort.java,sort,176,225,29866762/29866762_2_89013107.java,method,1,40,CLONE,TYPE_3,183,225,4,40,0.7812,0.8929,0.8433,0.8642,0.8929,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,596930f4e3cc492d342085dc9a7f2eff94523119d4668d9de06935572ddbfd68,f2d6cbd0090a5f2d602e8ecb6f9e7d1f017c9b1874ab1fd7662f6c775d2ff52c,,,,
575,fanhongtao,https://stackoverflow.com/questions/3870210,fanhongtao/jdk/src/java/util/HashMap.java,HashIterator,911,918,3870210/3870210_4_recent.java,method,1,29,CLONE,TYPE_1,911,918,6,13,1.0000,0.2557,0.2557,0.2557,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,040f958e41ed23b705ff12eb5236eaf62376dbba9421e04ba6b2518003168632,a1a6f6663976660036d12becac1cd2540321d5047a4760d7f9d574cef36c7411,CLONE,TYPE_1,,2026-07-31T07:39:03.237Z
